,contig,eveSites,eveTEoverlap,length,teSites,teProp,eveTEProp
484,000484F,0,0,156053,83211,0.5332226871639764,
29,000029F,0,0,1208719,643916,0.5327259685667223,
2747,002747F,0,0,9063,5235,0.5776233035418735,
2793,002793F,0,0,114607,66629,0.5813693753435654,
1435,001435F,0,0,25586,10009,0.39119049480184476,
385,000385F,0,0,2035191,1084255,0.5327534369010083,
92,000092F,0,0,3304041,1764516,0.5340478523117601,
2612,002612F,0,0,32257,18610,0.5769290386582757,
1465,001465F,0,0,780957,410740,0.5259444502066055,
2649,002649F,1973,1973,113888,63673,0.5590843635852768,1.0
1984,001984F,0,0,34983,22816,0.6522024983563445,
3409,003409F,0,0,34447,22745,0.6602897204400964,
3611,003611F,0,0,20954,13918,0.6642168559702205,
2644,002644F,0,0,212822,99111,0.46569903487421416,
2204,002204F,0,0,373468,182213,0.48789454518191655,
980,000980F,0,0,6524,4747,0.727621091354997,
3119,003119F,0,0,83987,45468,0.5413694976603523,
3356,003356F,0,0,39009,22166,0.5682278448563152,
1740,001740F,0,0,23287,14370,0.6170824923777215,
1501,001501F,0,0,6659,4094,0.6148070280822946,
1502,001502F,0,0,840083,489383,0.5825412489004063,
3038,003038F,0,0,96288,47681,0.4951915088069126,
287,000287F,0,0,334878,183406,0.5476800506453097,
1942,001942F,0,0,500621,283883,0.5670617093569786,
3453,003453F,0,0,31130,19360,0.6219081272084805,
2535,002535F,0,0,130811,65220,0.49858192353854036,
1215,001215F,0,0,1095936,660097,0.6023134562602196,
3178,003178F,0,0,70570,8576,0.12152472722119881,
2425,002425F,0,0,289225,110982,0.3837220157316968,
1187,001187F,0,0,994245,476911,0.4796715095373877,
2194,002194F,0,0,22180,15699,0.707799819657349,
372,000372F,0,0,101116,58675,0.5802741405910044,
317,000317F,0,0,637943,332165,0.5206813147883118,
1429,001429F,0,0,340614,196119,0.5757807958568937,
3561,003561F,0,0,25177,17584,0.6984152202406959,
3310,003310F,0,0,45576,26386,0.5789450588028787,
487,000487F,0,0,19399,9527,0.4911077890612918,
1336,001336F,0,0,25302,16794,0.6637419966801044,
2648,002648F,0,0,219112,114722,0.5235769834605133,
2782,002782F,0,0,25395,14247,0.561015948021264,
3537,003537F,0,0,26767,17328,0.6473642918519072,
3126,003126F,0,0,80676,50324,0.6237790668848232,
708,000708F,0,0,78601,53150,0.6762000483454409,
154,000154F,0,0,172345,82068,0.47618439757463227,
1566,001566F,0,0,722145,358714,0.4967340354084014,
3220,003220F,0,0,68415,54034,0.789797559014836,
3300,003300F,0,0,4773,3981,0.8340666247642992,
2378,002378F,1971,1914,304011,149280,0.49103486387005735,0.9710806697108066
3731,003731F,0,0,1731,1730,0.9994222992489891,
1029,001029F,0,0,22063,9485,0.4299052712686398,
2593,002593F,0,0,20307,12468,0.6139754764366967,
3418,003418F,0,0,33997,20038,0.5894049474953672,
202,000202F,0,0,346329,171395,0.49489069641872324,
3531,003531F,0,0,26928,17751,0.6592023172905526,
2334,002334F,0,0,325759,181563,0.5573537492440731,
2149,002149F,0,0,402451,244406,0.607293807196404,
454,000454F,0,0,757,52,0.06869220607661823,
1171,001171F,0,0,1009823,529985,0.5248295988504916,
2199,002199F,0,0,376524,233492,0.6201251447450893,
1290,001290F,0,0,316020,209426,0.6626985633820645,
1825,001825F,0,0,561700,308154,0.5486095780665836,
2949,002949F,0,0,26828,18144,0.6763083345758163,
3109,003109F,0,0,5619,1909,0.3397401672895533,
3588,003588F,0,0,23471,15300,0.6518682629628052,
2749,002749F,0,0,95841,45931,0.47924166066714663,
1845,001845F,0,0,553546,295404,0.5336575460756648,
2833,002833F,0,0,151330,78895,0.5213440824687768,
3585,003585F,0,0,23702,14186,0.5985148932579529,
2400,002400F,0,0,236651,112818,0.47672733265441514,
815,000815F,0,0,1337034,732217,0.547642767498807,
1743,001743F,0,0,138422,72411,0.5231177125023478,
91,000091F,0,0,3226051,1729580,0.53612915604868,
2238,002238F,0,0,367202,221095,0.6021072869973475,
230,000230F,0,0,2556335,1405085,0.5496482268560263,
1210,001210F,0,0,248492,149328,0.6009368510857492,
3151,003151F,0,0,75170,49179,0.6542370626579752,
1608,001608F,0,0,616137,341959,0.5550048122414333,
1940,001940F,0,0,7131,3425,0.480297293507222,
3373,003373F,0,0,36995,25123,0.6790917691579943,
3093,003093F,0,0,25088,11159,0.44479432397959184,
3678,003678F,0,0,10315,2414,0.23402811439650995,
2021,002021F,0,0,454600,257586,0.5666212054553453,
789,000789F,0,0,25750,19198,0.7455533980582524,
1391,001391F,0,0,21762,17659,0.8114603437184083,
1442,001442F,0,0,799142,380813,0.4765273255566595,
46,000046F,0,0,3769141,1990231,0.5280330451951785,
1901,001901F,0,0,24610,8332,0.3385615603413247,
1084,001084F,0,0,112762,44695,0.3963657969883471,
646,000646F,0,0,1543769,786047,0.5091739761583501,
559,000559F,0,0,1693273,1042142,0.6154601177719128,
2483,002483F,0,0,269301,140040,0.5200129223434001,
2576,002576F,0,0,231434,130868,0.5654657483342983,
2142,002142F,0,0,405880,221332,0.5453138858775993,
1867,001867F,0,0,162610,73194,0.45011991882418056,
2135,002135F,0,0,20416,10366,0.5077390282131662,
428,000428F,0,0,37764,14254,0.3774494227306429,
191,000191F,0,0,22043,15884,0.7205915710202786,
1167,001167F,0,0,1040770,525225,0.5046504030669601,
1351,001351F,1686,143,844035,470745,0.5577316106559562,0.08481613285883749
338,000338F,0,0,30036,16845,0.5608270075908909,
2786,002786F,0,0,164789,85852,0.5209813761840899,
1037,001037F,0,0,1174529,593094,0.5049632661262514,
528,000528F,0,0,23818,14628,0.6141573599798472,
790,000790F,22844,215,1400594,806976,0.5761669691573718,0.009411661705480651
1962,001962F,11389,2513,492323,274265,0.5570834594361832,0.22065150583896742
316,000316F,0,0,83401,52243,0.6264073572259325,
635,000635F,0,0,1535949,874688,0.569477241757376,
2943,002943F,0,0,127482,65039,0.5101818295916286,
1834,001834F,0,0,26302,14716,0.5595011786175956,
1232,001232F,0,0,938804,482736,0.5142031776600867,
81,000081F,0,0,3316446,1677929,0.5059419028683114,
2792,002792F,0,0,107475,43942,0.4088578739241684,
2376,002376F,0,0,236557,151565,0.6407123864438592,
3608,003608F,0,0,21125,7701,0.36454437869822487,
719,000719F,0,0,1498066,803723,0.5365070697819723,
1621,001621F,0,0,27138,15628,0.5758714717370477,
2634,002634F,0,0,213582,140553,0.6580751186897772,
1646,001646F,0,0,670581,371909,0.5546071242698496,
3073,003073F,0,0,52469,169,0.0032209495130457984,
729,000729F,0,0,1427802,789621,0.5530325633386142,
250,000250F,0,0,27812,16900,0.6076513735078384,
49,000049F,1946,1254,3792958,2089934,0.5510037284884252,0.644398766700925
561,000561F,0,0,63903,33391,0.5225263289673411,
776,000776F,3553,941,1379985,701685,0.5084729181838933,0.26484660849985925
983,000983F,0,0,19100,11326,0.5929842931937173,
532,000532F,0,0,1741210,933648,0.5362064311599405,
3279,003279F,0,0,49142,30849,0.627752228236539,
3534,003534F,0,0,26854,10376,0.3863856408728681,
1168,001168F,0,0,1009096,498155,0.493664626556839,
3673,003673F,0,0,11447,5660,0.4944526950292653,
971,000971F,0,0,406050,208870,0.5143947789681074,
2332,002332F,0,0,26076,12284,0.47108452216597635,
3335,003335F,0,0,24743,15621,0.6313300731520026,
2123,002123F,1337,106,409156,246975,0.6036206239185055,0.07928197456993269
188,000188F,0,0,2732757,1417008,0.5185268942683159,
3014,003014F,0,0,106149,52528,0.4948515765574805,
117,000117F,0,0,3155220,1679640,0.5323368893452755,
206,000206F,3421,1126,2618191,1510189,0.5768062757835467,0.3291435252850044
1007,001007F,0,0,256332,140279,0.5472551222633147,
3155,003155F,0,0,67781,41763,0.6161461176435874,
1323,001323F,0,0,500273,265924,0.531557769457876,
2430,002430F,0,0,285732,166421,0.5824373888818893,
2421,002421F,0,0,121446,65406,0.5385603478089027,
3606,003606F,0,0,21392,1839,0.08596671652954375,
3377,003377F,0,0,10265,7966,0.7760350706283488,
749,000749F,0,0,1372506,743609,0.5417892526517188,
2433,002433F,0,0,284561,134878,0.47398624547987955,
3081,003081F,0,0,93434,50630,0.5418798296123467,
1854,001854F,0,0,149154,76635,0.5137978197031257,
1043,001043F,0,0,43610,22940,0.526026140793396,
1016,001016F,0,0,1126006,620047,0.5506604760543017,
194,000194F,1852,1640,2734626,1581342,0.5782662784600161,0.8855291576673866
1227,001227F,0,0,979704,495215,0.5054741023819439,
3578,003578F,0,0,24080,13994,0.5811461794019933,
1247,001247F,0,0,960790,541653,0.5637579491876477,
2396,002396F,0,0,304783,162211,0.5322180042850159,
3517,003517F,0,0,27608,11852,0.4292958562735439,
3722,003722F,0,0,2588,1527,0.5900309119010819,
1668,001668F,0,0,647444,351552,0.5429844125515102,
1905,001905F,0,0,564490,278688,0.4936987369129657,
2156,002156F,0,0,388162,200490,0.5165111474075257,
2611,002611F,0,0,223739,133666,0.5974193144690912,
243,000243F,2095,1258,2484547,1446473,0.5821878193489598,0.6004773269689737
2809,002809F,0,0,17357,10054,0.579247565823587,
297,000297F,0,0,2229332,1262436,0.5662844295959507,
2473,002473F,0,0,270161,155300,0.5748424087858721,
407,000407F,0,0,2000224,1101722,0.5507993104772265,
1872,001872F,0,0,214977,122264,0.568730608390665,
2903,002903F,0,0,136091,73845,0.5426148679927402,
1046,001046F,0,0,1164069,660230,0.5671742826241399,
22,000022F,2006,1335,2871357,1439700,0.5014005572974729,0.6655034895314058
1936,001936F,0,0,491083,248991,0.5070242708462724,
1144,001144F,0,0,161571,97586,0.6039821502621139,
2789,002789F,0,0,162629,81791,0.5029299817375745,
3483,003483F,0,0,29371,20761,0.7068536992271288,
357,000357F,0,0,3275,562,0.1716030534351145,
412,000412F,0,0,1968921,998749,0.5072570204695871,
2116,002116F,0,0,418427,204650,0.48909367703326984,
3539,003539F,0,0,26730,12687,0.474635241301908,
902,000902F,0,0,448090,239503,0.5344975339775492,
1237,001237F,0,0,943407,541215,0.5736813485589994,
3624,003624F,0,0,19690,14493,0.7360589131538853,
1704,001704F,0,0,35420,22332,0.6304912478825522,
2857,002857F,0,0,30948,18615,0.6014928266770065,
3340,003340F,0,0,41061,9580,0.23331141472443437,
1481,001481F,0,0,765914,460602,0.6013756113610667,
2668,002668F,0,0,30637,22477,0.733655384012795,
395,000395F,0,0,2024616,1119756,0.5530708045377494,
1720,001720F,0,0,622804,346991,0.5571431782711735,
438,000438F,13750,1801,1948487,1002449,0.5144755905479482,0.13098181818181817
1918,001918F,0,0,41668,23557,0.5653499088029184,
2894,002894F,0,0,14090,5658,0.40156139105748756,
3248,003248F,0,0,55461,25422,0.45837615621788286,
275,000275F,0,0,2319939,1300034,0.5603742167358711,
1737,001737F,0,0,590842,304641,0.5156048486735879,
1558,001558F,0,0,740776,393853,0.5316762422108707,
1620,001620F,0,0,675912,376483,0.5570000236717206,
3161,003161F,0,0,56169,2000,0.03560682938987698,
1817,001817F,0,0,577108,297945,0.5162725174490737,
2316,002316F,0,0,330771,194129,0.5868984886825024,
3147,003147F,0,0,33041,12194,0.3690566266154172,
1090,001090F,0,0,82581,46925,0.5682299802618036,
642,000642F,0,0,1516809,829738,0.5470286634638903,
3218,003218F,0,0,54962,22326,0.40620792547578327,
1884,001884F,0,0,534697,281236,0.5259726536711445,
2696,002696F,0,0,6162,5030,0.8162934112301201,
3255,003255F,0,0,53944,29064,0.5387809580305502,
1803,001803F,0,0,583687,274729,0.4706786342680238,
133,000133F,0,0,3056203,1690971,0.5532914534800208,
3643,003643F,0,0,15695,6798,0.43313157056387386,
1028,001028F,0,0,25431,13893,0.5463017576972986,
195,000195F,0,0,2718925,1497492,0.5507662035547137,
3480,003480F,0,0,29717,12825,0.4315711545579971,
1226,001226F,0,0,21394,7989,0.3734224548938955,
2408,002408F,0,0,298233,162617,0.5452682969356174,
2478,002478F,0,0,26034,14948,0.5741722363063686,
84,000084F,0,0,3312930,1850705,0.5586308796141181,
1329,001329F,0,0,881651,488878,0.55450285884097,
172,000172F,0,0,2803159,1438957,0.5133340634619727,
367,000367F,0,0,2017129,1160480,0.5753127340888956,
2198,002198F,0,0,136587,71075,0.5203643099270062,
1675,001675F,0,0,414497,246201,0.5939753484343674,
1997,001997F,0,0,444960,191708,0.43084322186263935,
1321,001321F,0,0,90732,38003,0.4188489176916634,
2701,002701F,0,0,192842,104832,0.5436160172576513,
1313,001313F,3181,865,879068,464515,0.5284175968184486,0.27192706696007546
109,000109F,0,0,3194445,1593188,0.4987370263066041,
2480,002480F,0,0,270161,175542,0.6497681012433327,
3290,003290F,0,0,47273,27590,0.5836312482812599,
2356,002356F,0,0,17283,7095,0.41051900711682,
2777,002777F,0,0,167221,95245,0.5695755915823969,
1815,001815F,2409,127,572174,293283,0.5125765938333444,0.052718970527189705
2485,002485F,0,0,267829,138513,0.5171695372793835,
2761,002761F,0,0,168019,97754,0.5818032484421405,
3434,003434F,0,0,32843,9331,0.2841092470237189,
1524,001524F,0,0,216844,106163,0.48958237258121046,
2787,002787F,0,0,167651,94518,0.563778325211302,
56,000056F,0,0,213338,136089,0.6379032333667701,
1128,001128F,0,0,88276,44583,0.5050410077484254,
1676,001676F,0,0,320626,174143,0.5431343683918335,
1575,001575F,0,0,690033,399810,0.5794070718356948,
2840,002840F,0,0,138887,75276,0.5419945711261673,
2564,002564F,0,0,34335,22521,0.6559196155526431,
1276,001276F,0,0,902734,520481,0.5765607587617172,
463,000463F,0,0,1900481,1043728,0.5491914941533222,
753,000753F,0,0,1323252,677052,0.5116576434420654,
219,000219F,0,0,2607007,1478662,0.5671875833091358,
3607,003607F,0,0,21180,7703,0.3636921624173749,
3659,003659F,0,0,3489,1232,0.35310977357409,
1102,001102F,0,0,1075050,573728,0.5336756429933491,
969,000969F,0,0,19377,11481,0.592506579965939,
1257,001257F,0,0,931473,531190,0.5702688107975218,
2315,002315F,0,0,325252,176508,0.5426807521552519,
2119,002119F,0,0,426435,215070,0.5043441556157445,
692,000692F,0,0,1502854,726599,0.4834794331318944,
2418,002418F,0,0,293342,171167,0.583506623667937,
1409,001409F,0,0,126618,74178,0.5858408757048761,
3124,003124F,0,0,23378,13527,0.5786209256566002,
984,000984F,0,0,200173,93701,0.4681000934191924,
836,000836F,0,0,31181,15074,0.4834354254193259,
649,000649F,0,0,1546009,901913,0.5833814680250892,
2211,002211F,0,0,26941,15696,0.5826064362867006,
2439,002439F,0,0,267186,124228,0.4649495108276631,
3441,003441F,0,0,31861,11632,0.36508584162455665,
1389,001389F,0,0,745998,328786,0.44073308507529513,
2118,002118F,0,0,119923,71030,0.5922967237310608,
1216,001216F,0,0,964590,459159,0.4760146798121482,
418,000418F,0,0,1982380,1116759,0.5633425478465279,
1255,001255F,0,0,940670,498648,0.5300987593948994,
1004,001004F,0,0,1154967,591532,0.5121635509932319,
595,000595F,0,0,119513,63276,0.5294486792231807,
765,000765F,0,0,1398983,703662,0.5029810941233739,
887,000887F,0,0,827299,423259,0.511615510232697,
2180,002180F,0,0,374402,174056,0.4648906790027831,
2551,002551F,0,0,31684,10105,0.31893069056937257,
849,000849F,0,0,1245889,686792,0.5512465396195007,
1022,001022F,0,0,1134618,614284,0.5414015994810588,
2613,002613F,0,0,222946,128015,0.5741973392660106,
3594,003594F,0,0,22663,7962,0.35132153730750565,
1808,001808F,0,0,574916,326229,0.5674376778520688,
2354,002354F,0,0,319969,182282,0.5696864383737175,
1563,001563F,0,0,714999,368353,0.515179741510128,
3426,003426F,0,0,33411,16837,0.5039358295172248,
402,000402F,0,0,57207,26762,0.4678098834058769,
1589,001589F,0,0,701980,363786,0.5182284395566825,
2173,002173F,0,0,155176,84136,0.5421972469969583,
3331,003331F,1351,1167,41793,24730,0.5917258871102816,0.8638045891931903
736,000736F,0,0,1446285,695661,0.48099855837542393,
3235,003235F,0,0,33824,15871,0.46922303689687794,
1346,001346F,0,0,295585,163957,0.5546864692051355,
3272,003272F,0,0,48332,21103,0.43662583795415044,
2674,002674F,0,0,195586,65618,0.3354943605370527,
2034,002034F,0,0,457893,283030,0.6181138388226071,
1950,001950F,0,0,17697,3435,0.19410069503305646,
3388,003388F,0,0,28269,670,0.02370087374862924,
1049,001049F,0,0,1121942,602386,0.5369136728993121,
3704,003704F,0,0,6304,6262,0.9933375634517766,
489,000489F,0,0,1832402,1018630,0.5558987602065486,
3685,003685F,0,0,8745,6582,0.7526586620926243,
2912,002912F,0,0,135500,75327,0.5559188191881919,
1035,001035F,0,0,386995,211517,0.5465626170880761,
3574,003574F,0,0,24367,14938,0.6130422292444699,
568,000568F,0,0,1668619,943405,0.5653807130327534,
3139,003139F,0,0,68152,40098,0.5883613100129124,
3428,003428F,0,0,27941,16515,0.591066890948785,
332,000332F,0,0,800859,446581,0.5576274974745866,
1177,001177F,0,0,1003186,564145,0.5623533422515864,
2907,002907F,0,0,135502,63205,0.46645067969476467,
3512,003512F,0,0,27762,12180,0.43872919818456885,
910,000910F,0,0,1237738,655990,0.5299909997107627,
1842,001842F,0,0,410248,182598,0.4450917493808623,
2271,002271F,0,0,347176,179134,0.5159746065396226,
1388,001388F,0,0,843245,518324,0.6146778219853067,
3280,003280F,0,0,48647,2227,0.0457787736139947,
794,000794F,0,0,557025,289182,0.5191544365154167,
1287,001287F,0,0,909975,485837,0.5339014808099124,
2887,002887F,0,0,35800,27883,0.7788547486033519,
936,000936F,0,0,1206987,594083,0.4922033128774378,
1170,001170F,0,0,1011823,536522,0.5302528208985169,
2814,002814F,0,0,111574,59056,0.5292989406134045,
972,000972F,0,0,45128,23738,0.5260148909767771,
1706,001706F,0,0,308374,157382,0.5103607956572215,
2925,002925F,0,0,132035,63745,0.48278865452342185,
2934,002934F,0,0,129297,71565,0.5534931204900345,
3332,003332F,0,0,41768,25036,0.5994062440145566,
3349,003349F,0,0,32855,19973,0.6079135595799726,
3375,003375F,0,0,36842,19957,0.5416915476901363,
2531,002531F,0,0,6834,4990,0.7301726660813579,
1550,001550F,0,0,732099,332383,0.45401373311533005,
149,000149F,0,0,1999499,1060670,0.5304678822044923,
186,000186F,0,0,31174,12790,0.4102777955988965,
846,000846F,0,0,1289393,761650,0.5907043081511998,
1019,001019F,2129,243,1148734,648583,0.5646067758071059,0.11413809300140912
609,000609F,0,0,1598726,851110,0.5323676477395126,
2002,002002F,0,0,177960,88512,0.4973701955495617,
1006,001006F,0,0,663907,355357,0.5352511722274355,
3264,003264F,0,0,5992,5484,0.9152202937249666,
2676,002676F,0,0,187163,94063,0.5025726238626225,
3149,003149F,0,0,75622,39601,0.5236703604771098,
769,000769F,0,0,987576,470576,0.47649598613170024,
1415,001415F,0,0,837820,514795,0.6144458236852784,
1302,001302F,0,0,433812,208508,0.4806413838252515,
384,000384F,0,0,2031229,1101482,0.5422736678139195,
43,000043F,2641,1744,3916582,2137253,0.5456934132874022,0.6603559257856872
795,000795F,0,0,1370323,696360,0.5081721608701014,
1899,001899F,0,0,528648,285831,0.5406830253779452,
2686,002686F,0,0,20608,13497,0.6549398291925466,
306,000306F,0,0,2212400,1228900,0.5554601337913578,
2638,002638F,0,0,44366,29258,0.6594689627191994,
2826,002826F,0,0,152952,70449,0.46059548093519537,
2773,002773F,0,0,171024,82131,0.48023084479371314,
1176,001176F,0,0,1001123,522554,0.5219678301267676,
3028,003028F,0,0,111706,54985,0.49222960270710614,
3175,003175F,0,0,70845,30619,0.4321970498976639,
3540,003540F,0,0,26721,17985,0.6730661277646794,
2274,002274F,0,0,120991,58956,0.4872759130844443,
3060,003060F,0,0,96836,41916,0.4328555495889958,
2888,002888F,0,0,23726,10213,0.4304560397875748,
3243,003243F,0,0,23613,16959,0.7182060729259306,
1678,001678F,0,0,645202,340391,0.527572760158834,
1776,001776F,0,0,577155,327386,0.5672410357702871,
1010,001010F,0,0,15984,13092,0.8190690690690691,
324,000324F,0,0,543344,251827,0.4634761771548043,
677,000677F,0,0,35587,22289,0.6263242195183635,
3465,003465F,0,0,30494,20627,0.6764281497999607,
935,000935F,0,0,26579,12040,0.4529892020015802,
2363,002363F,0,0,115146,53556,0.465113855453077,
2317,002317F,0,0,330548,168875,0.5108940305190169,
581,000581F,0,0,1645084,855993,0.5203339160796653,
1472,001472F,0,0,782739,431350,0.5510776900090579,
3344,003344F,0,0,40530,560,0.013816925734024179,
3443,003443F,0,0,31737,21418,0.674858997384756,
2273,002273F,0,0,339044,185399,0.5468287301943111,
