,contig,eveSites,eveTEoverlap,length,piEVEReads,piEVEoverlap,piReads,piSites,teSites,teProp,eveTEProp,pi/eveProp,eve/piProp,piReads/EVEProp
3334,003334F,0,0,41609,0,0,1,1,14181,0.3408156889134562,,,0.0,0.0
1025,001025F,0,0,581002,0,0,137,64,308081,0.530258071400787,,,0.0,0.0
1571,001571F,0,0,604060,0,0,376,60,337272,0.5583418865675596,,,0.0,0.0
1772,001772F,0,0,587477,0,0,766,115,342492,0.5829879297402282,,,0.0,0.0
1385,001385F,0,0,847365,0,0,3447,336,467400,0.5515922890371918,,,0.0,0.0
2296,002296F,0,0,338387,0,0,44,24,137439,0.4061592200646006,,,0.0,0.0
2370,002370F,0,0,287132,0,0,413,84,176071,0.6132057729545993,,,0.0,0.0
1694,001694F,0,0,631621,0,0,114,61,330893,0.5238790350542493,,,0.0,0.0
2712,002712F,0,0,21582,0,0,1,1,9980,0.4624223890278936,,,0.0,0.0
466,000466F,0,0,71535,0,0,21,9,46349,0.6479205983085203,,,0.0,0.0
1551,001551F,0,0,130262,0,0,16,5,74305,0.5704272926870461,,,0.0,0.0
1354,001354F,0,0,30206,0,0,0,0,17687,0.5855459180295306,,,,
3179,003179F,0,0,70426,0,0,2,2,32695,0.4642461590889728,,,0.0,0.0
16,000016F,0,0,22824,0,0,8,3,13231,0.5796968103750438,,,0.0,0.0
2267,002267F,0,0,314307,0,0,4455,487,181669,0.5779985810051955,,,0.0,0.0
2640,002640F,0,0,213481,0,0,53,13,93564,0.43827787953026265,,,0.0,0.0
1327,001327F,0,0,874852,0,0,162,118,471321,0.5387436960765936,,,0.0,0.0
2963,002963F,0,0,121833,0,0,9,5,72378,0.5940754967865849,,,0.0,0.0
593,000593F,0,0,247826,0,0,35,11,143224,0.5779216062882829,,,0.0,0.0
986,000986F,0,0,131540,0,0,3,3,67057,0.5097840960924434,,,0.0,0.0
1476,001476F,0,0,318052,0,0,17,13,159447,0.5013236829197741,,,0.0,0.0
2893,002893F,0,0,31098,0,0,1,1,13925,0.44777799215383624,,,0.0,0.0
1534,001534F,0,0,736917,0,0,472,77,429603,0.582973387776371,,,0.0,0.0
1292,001292F,0,0,27678,0,0,0,0,22796,0.8236144230074427,,,,
3558,003558F,0,0,25483,0,0,0,0,16487,0.6469803398343994,,,,
1936,001936F,0,0,491083,0,0,498,111,249630,0.5083254765487708,,,0.0,0.0
1889,001889F,0,0,524831,0,0,147,68,242108,0.4613065920267667,,,0.0,0.0
2798,002798F,0,0,17337,0,0,0,0,12589,0.7261348560881352,,,,
2204,002204F,0,0,373468,0,0,37,23,182760,0.48935919543307593,,,0.0,0.0
3433,003433F,0,0,32844,0,0,3,2,17129,0.5215260017050298,,,0.0,0.0
1111,001111F,0,0,22593,0,0,2,2,16940,0.7497897578896118,,,0.0,0.0
1125,001125F,0,0,36443,0,0,600,68,24061,0.6602365337650578,,,0.0,0.0
552,000552F,0,0,1685563,0,0,2697,448,952908,0.5653351432132765,,,0.0,0.0
804,000804F,0,0,25212,0,0,0,0,16045,0.6364033000158654,,,,
2969,002969F,0,0,119758,0,0,202,56,50697,0.42332871290435714,,,0.0,0.0
2952,002952F,0,0,70177,0,0,1,1,36274,0.5168929991307694,,,0.0,0.0
343,000343F,0,0,1687241,0,0,1359,134,857699,0.5083440954789505,,,0.0,0.0
392,000392F,0,0,11870,0,0,9,2,8974,0.7560235888795283,,,0.0,0.0
779,000779F,0,0,1459706,0,0,3623,362,755241,0.5173925434299783,,,0.0,0.0
2669,002669F,0,0,26327,0,0,1,1,4645,0.1764348387586888,,,0.0,0.0
2329,002329F,0,0,25728,0,0,1,1,13160,0.5115049751243781,,,0.0,0.0
2383,002383F,0,0,28262,0,0,9,2,20626,0.7298138843677022,,,0.0,0.0
2885,002885F,0,0,140523,0,0,20,14,86227,0.6136148530845484,,,0.0,0.0
303,000303F,0,0,2181756,0,0,3291,639,1158481,0.5309855914226889,,,0.0,0.0
695,000695F,0,0,25199,0,0,2,2,11290,0.4480336521290527,,,0.0,0.0
3176,003176F,0,0,70741,0,0,8,3,25326,0.35801020624531743,,,0.0,0.0
2582,002582F,0,0,234807,0,0,2346,27,129314,0.5507246376811594,,,0.0,0.0
2408,002408F,0,0,298233,0,0,112,26,162917,0.5462742218332646,,,0.0,0.0
2553,002553F,0,0,243994,0,0,310,113,138165,0.5662639245227342,,,0.0,0.0
3088,003088F,0,0,92333,0,0,3,3,57637,0.624229690359893,,,0.0,0.0
979,000979F,0,0,1162751,0,0,351,145,614207,0.5282360539788828,,,0.0,0.0
2794,002794F,0,0,35433,0,0,0,0,22781,0.6429317303079051,,,,
3626,003626F,0,0,19495,0,0,1001,216,6508,0.3338291869710182,,,0.0,0.0
2433,002433F,0,0,284561,0,0,1878,135,135293,0.47544463225810984,,,0.0,0.0
40,000040F,0,0,25729,0,0,1,1,11628,0.45194138909401843,,,0.0,0.0
3395,003395F,0,0,35118,0,0,1,1,26631,0.7583290620194771,,,0.0,0.0
832,000832F,0,0,30355,0,0,0,0,17385,0.5727227804315599,,,,
237,000237F,0,0,75087,0,0,737,144,47939,0.638446069226364,,,0.0,0.0
1403,001403F,0,0,842370,0,0,301,95,441858,0.5245414722746536,,,0.0,0.0
2045,002045F,0,0,456637,0,0,49,29,186278,0.40793453005341224,,,0.0,0.0
2787,002787F,0,0,167651,0,0,29,12,94770,0.5652814477694735,,,0.0,0.0
3005,003005F,0,0,108319,0,0,31,6,66360,0.6126349024640183,,,0.0,0.0
3185,003185F,0,0,23788,0,0,0,0,11819,0.4968471498234404,,,,
855,000855F,0,0,23135,0,0,6,3,12248,0.5294143073265615,,,0.0,0.0
3484,003484F,0,0,29349,0,0,0,0,12779,0.4354151759855532,,,,
452,000452F,0,0,1889386,0,0,2525,679,969483,0.5131206645968585,,,0.0,0.0
1817,001817F,0,0,577108,0,0,207,54,298709,0.5175963597801452,,,0.0,0.0
2360,002360F,0,0,26876,0,0,1,1,14358,0.534231284417324,,,0.0,0.0
3146,003146F,0,0,13115,0,0,0,0,7474,0.5698818147159741,,,,
482,000482F,0,0,27687,0,0,168,24,16679,0.6024126846534474,,,0.0,0.0
766,000766F,0,0,18019,0,0,0,0,8900,0.493923081192075,,,,
2876,002876F,0,0,142276,0,0,36,18,92141,0.647621524361101,,,0.0,0.0
3569,003569F,0,0,24689,0,0,0,0,11839,0.4795252946656406,,,,
238,000238F,0,0,2489308,0,0,3137,566,1330141,0.5343416724647975,,,0.0,0.0
2277,002277F,0,0,31996,0,0,3,3,18640,0.5825728216027003,,,0.0,0.0
3742,3743,0,0,30468,0,0,1,1,12948,0.42497046081134304,,,0.0,0.0
2031,002031F,0,0,40334,0,0,1,1,36605,0.907546982694501,,,0.0,0.0
1349,001349F,0,0,60534,0,0,3,2,36567,0.604073743681237,,,0.0,0.0
3301,003301F,0,0,46503,0,0,77,19,25474,0.5477926155301809,,,0.0,0.0
46,000046F,0,0,3769141,0,0,2253,685,1995343,0.5293893223946783,,,0.0,0.0
1982,001982F,0,0,478776,0,0,1057,49,236621,0.49422067939913444,,,0.0,0.0
2795,002795F,0,0,160580,0,0,56,26,97275,0.605772823514759,,,0.0,0.0
1590,001590F,0,0,330374,0,0,48,17,189243,0.5728144466574246,,,0.0,0.0
997,000997F,0,0,388085,0,0,30,10,216723,0.558442093871188,,,0.0,0.0
916,000916F,1965,1965,379016,177,45,4571,744,180343,0.47581896278785063,1.0,0.022900763358778626,0.06048387096774194,0.03872238022314592
2589,002589F,0,0,10637,0,0,1,1,7995,0.7516216978471374,,,0.0,0.0
1339,001339F,0,0,648412,0,0,866,365,338895,0.5226538065304158,,,0.0,0.0
438,000438F,13761,1807,1948487,7792,1804,612606,25979,1004867,0.5157165534078493,0.13131313131313133,0.1310951239008793,0.06944070210554679,0.012719431412686132
1800,001800F,0,0,574518,0,0,927,76,314083,0.5466895728245242,,,0.0,0.0
641,000641F,0,0,191055,0,0,10,7,115279,0.6033812253016148,,,0.0,0.0
2200,002200F,0,0,377571,0,0,2848,264,216745,0.5740509731944455,,,0.0,0.0
3454,003454F,0,0,31085,0,0,3,2,15103,0.48586134791700175,,,0.0,0.0
3628,003628F,0,0,19236,0,0,1,1,6018,0.3128509045539613,,,0.0,0.0
3283,003283F,0,0,48218,0,0,3279,221,28664,0.5944667966319631,,,0.0,0.0
3421,003421F,0,0,33806,0,0,3,1,24219,0.7164112879370526,,,0.0,0.0
1438,001438F,0,0,822948,0,0,142,104,444475,0.5401009541307592,,,0.0,0.0
241,000241F,0,0,23263,0,0,0,0,11300,0.48574990327988654,,,,
796,000796F,0,0,1383509,0,0,1261,361,739190,0.5342863689358002,,,0.0,0.0
119,000119F,0,0,3189881,0,0,9049,853,1695591,0.5315530579353901,,,0.0,0.0
1566,001566F,0,0,722145,0,0,185,70,359712,0.49811602932928983,,,0.0,0.0
2833,002833F,0,0,151330,0,0,10,5,79079,0.5225599682812396,,,0.0,0.0
998,000998F,0,0,5850,0,0,0,0,2693,0.46034188034188034,,,,
847,000847F,0,0,21968,0,0,0,0,7869,0.35820284049526585,,,,
125,000125F,0,0,21713,0,0,0,0,9930,0.45732971031179476,,,,
3511,003511F,0,0,27800,0,0,0,0,14237,0.5121223021582734,,,,
980,000980F,0,0,6524,0,0,0,0,4757,0.7291538933169834,,,,
1015,001015F,0,0,1144477,0,0,4302,918,625339,0.546397175303654,,,0.0,0.0
1442,001442F,0,0,799142,0,0,245,122,381886,0.4778700155917221,,,0.0,0.0
1205,001205F,453,83,977032,1177,67,5118,363,533469,0.5460097519835584,0.18322295805739514,0.1479028697571744,0.18457300275482094,0.2299726455646737
1660,001660F,0,0,654128,0,0,1709,301,352299,0.5385780764620992,,,0.0,0.0
3540,003540F,0,0,26721,0,0,0,0,18015,0.6741888402380151,,,,
2032,002032F,0,0,456113,0,0,51,27,277627,0.6086803050998327,,,0.0,0.0
2586,002586F,0,0,18663,0,0,1,1,11022,0.5905802925574667,,,0.0,0.0
1894,001894F,0,0,161211,0,0,20,5,88020,0.5459925191209036,,,0.0,0.0
678,000678F,0,0,145088,0,0,338,95,92942,0.6405905381561535,,,0.0,0.0
1430,001430F,0,0,254070,0,0,22576,224,146420,0.5762978706655646,,,0.0,0.0
2918,002918F,0,0,133631,0,0,18,10,61946,0.463560102072124,,,0.0,0.0
3031,003031F,0,0,29715,0,0,723,181,7462,0.2511189634864546,,,0.0,0.0
2079,002079F,0,0,30295,0,0,32,13,20275,0.6692523518732464,,,0.0,0.0
865,000865F,0,0,22483,0,0,0,0,13987,0.6221144865009118,,,,
1213,001213F,0,0,31936,0,0,1,1,14681,0.45970065130260523,,,0.0,0.0
541,000541F,0,0,10721,0,0,0,0,4771,0.44501445760656655,,,,
1366,001366F,0,0,166887,0,0,21,9,83088,0.4978698161031117,,,0.0,0.0
3414,003414F,0,0,33853,0,0,0,0,19546,0.5773786665878947,,,,
485,000485F,0,0,1869652,0,0,873,278,935397,0.5003054044282037,,,0.0,0.0
3367,003367F,0,0,37480,0,0,156,46,21910,0.5845784418356457,,,0.0,0.0
3710,003710F,0,0,4538,0,0,1,1,231,0.05090348171000441,,,0.0,0.0
708,000708F,0,0,78601,0,0,1090,157,53239,0.6773323494612028,,,0.0,0.0
180,000180F,0,0,631380,0,0,208,88,300422,0.4758180493522126,,,0.0,0.0
3001,003001F,0,0,109775,0,0,50,25,61228,0.5577590526076065,,,0.0,0.0
1268,001268F,0,0,275314,0,0,206,59,185041,0.672108937431442,,,0.0,0.0
3117,003117F,0,0,84679,0,0,1,1,35437,0.4184862834941367,,,0.0,0.0
2312,002312F,0,0,38279,0,0,7,7,25057,0.654588677865148,,,0.0,0.0
2813,002813F,0,0,18778,0,0,0,0,11382,0.6061348386409628,,,,
3424,003424F,0,0,33560,0,0,0,0,11275,0.33596543504171633,,,,
2547,002547F,0,0,63374,0,0,3,3,24222,0.38220721431501875,,,0.0,0.0
2461,002461F,0,0,274664,0,0,175,83,121870,0.4437057641336324,,,0.0,0.0
3071,003071F,0,0,95126,0,0,2,2,51717,0.5436683977040977,,,0.0,0.0
1073,001073F,0,0,33185,0,0,0,0,17326,0.5221033599517855,,,,
236,000236F,0,0,26231,0,0,0,0,15563,0.5933056307422515,,,,
705,000705F,0,0,26588,0,0,0,0,15708,0.5907928388746803,,,,
771,000771F,0,0,1394104,0,0,482,106,772787,0.5543252153354412,,,0.0,0.0
66,000066F,0,0,472712,0,0,203,67,260358,0.5507751019648327,,,0.0,0.0
909,000909F,585,127,1217237,0,0,1984,229,653393,0.5367837159074198,0.2170940170940171,0.0,0.0,0.0
1504,001504F,0,0,378285,0,0,1292,202,194824,0.5150190993563054,,,0.0,0.0
1716,001716F,0,0,570600,0,0,3064,235,296088,0.518906414300736,,,0.0,0.0
609,000609F,0,0,1598726,0,0,327,119,853416,0.533810046249326,,,0.0,0.0
2059,002059F,0,0,369965,0,0,15,7,185999,0.5027475572013569,,,0.0,0.0
2298,002298F,0,0,23739,0,0,2,1,11884,0.5006108092169005,,,0.0,0.0
938,000938F,0,0,5035,0,0,0,0,1534,0.30466732869910623,,,,
2416,002416F,0,0,290567,0,0,263,122,176875,0.6087236334477074,,,0.0,0.0
2606,002606F,0,0,226462,0,0,182,91,130280,0.575284153632839,,,0.0,0.0
313,000313F,0,0,2195020,0,0,2552,614,1218281,0.5550204553944839,,,0.0,0.0
1460,001460F,0,0,36598,0,0,2,2,26204,0.7159954095852232,,,0.0,0.0
245,000245F,0,0,2421516,0,0,744,295,1185870,0.48972214100588224,,,0.0,0.0
1299,001299F,0,0,903072,0,0,212,45,450739,0.4991174568583679,,,0.0,0.0
3680,003680F,0,0,9906,0,0,0,0,3107,0.3136482939632546,,,,
3373,003373F,0,0,36995,0,0,6,3,25175,0.6804973645087173,,,0.0,0.0
895,000895F,0,0,1281217,0,0,588,189,635786,0.49623600061504025,,,0.0,0.0
1610,001610F,0,0,218548,0,0,172,30,125415,0.5738556289693797,,,0.0,0.0
288,000288F,0,0,2279136,0,0,1546,323,1238031,0.5432018975611811,,,0.0,0.0
1555,001555F,0,0,17450,0,0,2,1,13202,0.7565616045845273,,,0.0,0.0
527,000527F,0,0,26128,0,0,1,1,9506,0.36382424984690753,,,0.0,0.0
1762,001762F,0,0,594553,0,0,1999,228,201253,0.3384946337836997,,,0.0,0.0
121,000121F,0,0,35672,0,0,0,0,17738,0.49725274725274726,,,,
2260,002260F,0,0,23913,0,0,203,14,12997,0.5435118972943587,,,0.0,0.0
2140,002140F,0,0,411726,0,0,182,62,223833,0.5436455312513662,,,0.0,0.0
863,000863F,0,0,503730,0,0,106,41,235161,0.466839378238342,,,0.0,0.0
2429,002429F,0,0,32321,0,0,6,4,17276,0.5345131648154451,,,0.0,0.0
2894,002894F,0,0,14090,0,0,0,0,5674,0.4026969481902058,,,,
3423,003423F,0,0,33733,0,0,0,0,19668,0.5830492396169923,,,,
1701,001701F,0,0,23329,0,0,4,3,16939,0.7260919885121523,,,0.0,0.0
1850,001850F,0,0,153613,0,0,979,142,86111,0.560571045419333,,,0.0,0.0
3551,003551F,0,0,26060,0,0,0,0,14842,0.5695318495778972,,,,
1553,001553F,0,0,181363,0,0,5,4,107826,0.5945314093833913,,,0.0,0.0
836,000836F,0,0,31181,0,0,0,0,15123,0.48500689522465606,,,,
2751,002751F,0,0,178050,0,0,269,32,106841,0.6000617803987643,,,0.0,0.0
2387,002387F,0,0,302981,0,0,9,7,191806,0.6330627993174489,,,0.0,0.0
337,000337F,0,0,2131525,0,0,10178,1347,1170440,0.5491092058502716,,,0.0,0.0
3608,003608F,0,0,21125,0,0,2,2,7730,0.3659171597633136,,,0.0,0.0
296,000296F,0,0,2243058,0,0,2229,376,1176416,0.5244697194633398,,,0.0,0.0
2512,002512F,0,0,258360,0,0,117,58,127487,0.493447128038396,,,0.0,0.0
957,000957F,0,0,32235,0,0,34,15,23288,0.722444547851714,,,0.0,0.0
1730,001730F,0,0,599840,0,0,86,34,339883,0.5666227660709523,,,0.0,0.0
2211,002211F,0,0,26941,0,0,18,2,15724,0.5836457444044393,,,0.0,0.0
1731,001731F,0,0,590731,0,0,35,27,336694,0.5699616238186247,,,0.0,0.0
1379,001379F,1464,51,850237,103,24,2321,205,472853,0.5561425814214155,0.03483606557377049,0.01639344262295082,0.11707317073170732,0.04437742352434296
699,000699F,0,0,65457,0,0,9,7,34008,0.5195471836472799,,,0.0,0.0
3562,003562F,0,0,25156,0,0,0,0,9865,0.39215296549530926,,,,
2214,002214F,0,0,63280,0,0,3,3,39791,0.6288084702907711,,,0.0,0.0
2776,002776F,0,0,169931,0,0,21,11,103452,0.6087882728872307,,,0.0,0.0
1311,001311F,0,0,896165,0,0,1851,344,449992,0.5021307460121741,,,0.0,0.0
1317,001317F,0,0,884030,0,0,408,199,477681,0.540344784679253,,,0.0,0.0
2332,002332F,0,0,26076,0,0,0,0,12331,0.4728869458505906,,,,
1002,001002F,0,0,1155334,0,0,696,160,618139,0.5350305625905583,,,0.0,0.0
2658,002658F,0,0,30215,0,0,0,0,17670,0.5848088697666722,,,,
1960,001960F,0,0,202477,0,0,208,16,109940,0.5429752515100481,,,0.0,0.0
2859,002859F,0,0,130145,0,0,18,2,75143,0.5773790771831419,,,0.0,0.0
3563,003563F,0,0,25120,0,0,1,1,17689,0.7041799363057325,,,0.0,0.0
3245,003245F,0,0,55491,0,0,2,1,30369,0.5472779369627507,,,0.0,0.0
3228,003228F,0,0,59237,0,0,4,4,22158,0.3740567550686226,,,0.0,0.0
2232,002232F,0,0,365182,0,0,72,22,157696,0.4318285129058935,,,0.0,0.0
115,000115F,0,0,3168031,0,0,1220,250,1733210,0.5470937626557316,,,0.0,0.0
956,000956F,0,0,27670,0,0,11,6,14363,0.5190820383086375,,,0.0,0.0
1395,001395F,0,0,132808,0,0,26,11,76755,0.5779395819528944,,,0.0,0.0
415,000415F,0,0,109191,0,0,39707,2085,59771,0.5473985951223086,,,0.0,0.0
1845,001845F,0,0,553546,0,0,194,64,296177,0.5350539973191026,,,0.0,0.0
359,000359F,0,0,2107284,0,0,3677,447,1137631,0.5398565167295912,,,0.0,0.0
1051,001051F,0,0,109796,0,0,2,2,49924,0.4546978031986593,,,0.0,0.0
3293,003293F,0,0,46984,0,0,1,1,27591,0.5872424655201771,,,0.0,0.0
42,000042F,0,0,137537,0,0,1,1,67828,0.4931618400866676,,,0.0,0.0
1595,001595F,0,0,681376,0,0,89,34,398201,0.5844071408444089,,,0.0,0.0
3574,003574F,0,0,24367,0,0,1,1,14966,0.6141913243320885,,,0.0,0.0
3225,003225F,0,0,38811,0,0,0,0,26371,0.6794723145499987,,,,
1008,001008F,0,0,31972,0,0,0,0,23492,0.7347679219316903,,,,
1795,001795F,0,0,27651,0,0,0,0,13911,0.5030921124009982,,,,
12,000012F,0,0,17695,0,0,0,0,6665,0.3766600734670811,,,,
2542,002542F,0,0,248221,0,0,977,103,130879,0.5272680393681437,,,0.0,0.0
1788,001788F,0,0,83341,0,0,10,7,45155,0.5418101534658811,,,0.0,0.0
1995,001995F,0,0,25627,0,0,0,0,13514,0.527334451945214,,,,
2880,002880F,0,0,110791,0,0,5,3,62490,0.5640349847911834,,,0.0,0.0
3317,003317F,0,0,44658,0,0,0,0,32634,0.7307537283353487,,,,
3641,003641F,0,0,16220,0,0,0,0,8730,0.5382244143033292,,,,
1441,001441F,0,0,35041,0,0,2,1,24092,0.6875374561228276,,,0.0,0.0
496,000496F,0,0,1817236,0,0,1527,308,963627,0.530270696816484,,,0.0,0.0
102,000102F,0,0,31081,0,0,0,0,17250,0.5550014478298639,,,,
3160,003160F,0,0,12833,0,0,0,0,8800,0.6857320969375827,,,,
2993,002993F,0,0,31453,0,0,0,0,16298,0.5181699678885957,,,,
3278,003278F,0,0,44070,0,0,24,15,6142,0.1393691853868845,,,0.0,0.0
3477,003477F,0,0,29863,0,0,2,2,3658,0.12249271673977832,,,0.0,0.0
1777,001777F,0,0,577818,0,0,170,65,297346,0.5146014835121093,,,0.0,0.0
2936,002936F,0,0,34891,0,0,5,2,13981,0.4007050528789659,,,0.0,0.0
3673,003673F,0,0,11447,0,0,0,0,5684,0.49654931423080284,,,,
1943,001943F,0,0,497936,0,0,1621,241,274891,0.5520609074258539,,,0.0,0.0
199,000199F,0,0,2669047,0,0,1013,296,1330209,0.4983835054234714,,,0.0,0.0
806,000806F,0,0,1288981,0,0,1394,440,726258,0.5634357682541481,,,0.0,0.0
289,000289F,0,0,1079010,0,0,556,108,562614,0.5214168543386993,,,0.0,0.0
2463,002463F,0,0,274360,0,0,82,45,144787,0.5277263449482432,,,0.0,0.0
1446,001446F,0,0,429675,0,0,92,38,228141,0.530961773433409,,,0.0,0.0
396,000396F,0,0,145147,0,0,4,4,77911,0.5367730645483544,,,0.0,0.0
3679,003679F,0,0,9917,0,0,0,0,6379,0.643238882726631,,,,
3700,003700F,0,0,6892,0,0,3,1,3675,0.5332269297736506,,,0.0,0.0
150,000150F,1157,483,2915652,7,7,3014,452,1571240,0.5388983321740729,0.41745894554883317,0.006050129645635264,0.015486725663716814,0.00232249502322495
1418,001418F,0,0,817535,0,0,719,38,453051,0.5541670998795158,,,0.0,0.0
314,000314F,0,0,378440,0,0,26,22,200996,0.5311172180530599,,,0.0,0.0
3733,003733F,0,0,1343,0,0,0,0,1031,0.7676842889054356,,,,
447,000447F,1755,559,1901148,0,0,412,170,1013665,0.533185738301279,0.31851851851851853,0.0,0.0,0.0
353,000353F,1218,805,2103598,81,22,2726,664,1067240,0.5073402807950949,0.6609195402298851,0.0180623973727422,0.03313253012048193,0.02971386647101981
943,000943F,0,0,498137,0,0,559,59,248587,0.49903339844259714,,,0.0,0.0
1656,001656F,0,0,219521,0,0,575,83,105076,0.47866035595683326,,,0.0,0.0
1419,001419F,0,0,95740,0,0,31,10,55374,0.5783789429705453,,,0.0,0.0
406,000406F,0,0,342486,0,0,302,111,180401,0.526739779144257,,,0.0,0.0
108,000108F,0,0,21337,0,0,2,2,9928,0.46529502741716267,,,0.0,0.0
1135,001135F,855,732,1072008,0,0,3679,173,633328,0.5907866359206274,0.856140350877193,0.0,0.0,0.0
2453,002453F,0,0,29563,0,0,0,0,16826,0.5691573926868044,,,,
1906,001906F,0,0,440285,0,0,115,60,254954,0.5790658323585859,,,0.0,0.0
845,000845F,0,0,1281691,0,0,910,152,716341,0.5589030429331251,,,0.0,0.0
1621,001621F,0,0,27138,0,0,12,5,15669,0.5773822684059253,,,0.0,0.0
911,000911F,0,0,1232344,0,0,24915,749,643522,0.5221934784443305,,,0.0,0.0
2488,002488F,0,0,64339,0,0,13,6,35597,0.5532725096753136,,,0.0,0.0
3009,003009F,0,0,26017,0,0,0,0,9872,0.3794442095552908,,,,
1968,001968F,0,0,22042,0,0,0,0,11615,0.5269485527629072,,,,
2289,002289F,0,0,27429,0,0,8,5,24912,0.9082358088154873,,,0.0,0.0
3003,003003F,0,0,16525,0,0,0,0,13299,0.8047806354009077,,,,
3529,003529F,0,0,26975,0,0,0,0,14694,0.5447265987025023,,,,
1770,001770F,0,0,524695,0,0,2253,387,289867,0.5524485653570169,,,0.0,0.0
3194,003194F,0,0,66767,0,0,5,3,481,0.007204157742597391,,,0.0,0.0
2837,002837F,0,0,151086,0,0,211,28,91254,0.6039871331559509,,,0.0,0.0
936,000936F,0,0,1206987,0,0,235,126,595683,0.49352892781778096,,,0.0,0.0
1586,001586F,0,0,699930,0,0,229,52,403820,0.5769434086265769,,,0.0,0.0
2102,002102F,0,0,194905,0,0,20,17,93730,0.4809009517457223,,,0.0,0.0
2679,002679F,0,0,15296,0,0,1,1,10528,0.6882845188284519,,,0.0,0.0
1498,001498F,0,0,761049,0,0,5155,626,444958,0.5846640623665493,,,0.0,0.0
820,000820F,0,0,786243,0,0,5207,343,413744,0.5262291683359979,,,0.0,0.0
1663,001663F,0,0,27861,0,0,0,0,23086,0.8286134740318007,,,,
3504,003504F,0,0,28050,0,0,0,0,17120,0.6103386809269162,,,,
852,000852F,0,0,226797,0,0,372,180,107612,0.47448599408281417,,,0.0,0.0
1612,001612F,0,0,355349,0,0,198,76,188450,0.5303237099302376,,,0.0,0.0
445,000445F,0,0,1897017,0,0,1314,284,974159,0.513521491900178,,,0.0,0.0
1433,001433F,0,0,24663,0,0,0,0,12233,0.4960061630782954,,,,
3324,003324F,0,0,42454,0,0,14,13,25899,0.6100485231073632,,,0.0,0.0
2942,002942F,0,0,125988,0,0,39,23,58117,0.4612899641235673,,,0.0,0.0
927,000927F,0,0,1223808,0,0,1250,116,635566,0.519334732245581,,,0.0,0.0
3370,003370F,0,0,31064,0,0,23,11,20351,0.6551313417460726,,,0.0,0.0
1113,001113F,0,0,1056040,0,0,736,255,544033,0.5151632513919927,,,0.0,0.0
967,000967F,0,0,17684,0,0,0,0,10819,0.6117959737615924,,,,
41,000041F,2118,674,3896317,155,66,8577,2338,2109724,0.5414662102698523,0.3182247403210576,0.031161473087818695,0.028229255774165955,0.01807158680191209
879,000879F,0,0,151091,0,0,75,16,76579,0.5068402485919082,,,0.0,0.0
1782,001782F,0,0,577861,0,0,840,128,334674,0.5791600402172841,,,0.0,0.0
3431,003431F,0,0,33013,0,0,4,2,21122,0.6398085602641383,,,0.0,0.0
1721,001721F,0,0,199270,0,0,30,14,122366,0.6140713604656998,,,0.0,0.0
168,000168F,0,0,30724,0,0,1,1,20589,0.6701275875537039,,,0.0,0.0
1443,001443F,0,0,226786,0,0,58,27,94010,0.4145317612198284,,,0.0,0.0
3261,003261F,0,0,53119,0,0,6,4,28626,0.5389032173045426,,,0.0,0.0
1513,001513F,0,0,38728,0,0,7,5,17367,0.4484352406527577,,,0.0,0.0
634,000634F,0,0,133375,0,0,4,3,64524,0.4837788191190253,,,0.0,0.0
3357,003357F,0,0,38433,0,0,0,0,21472,0.5586865454166992,,,,
2384,002384F,0,0,304472,0,0,226,92,142832,0.4691137444494075,,,0.0,0.0
3145,003145F,0,0,76709,0,0,5,5,46799,0.6100848661825862,,,0.0,0.0
3174,003174F,0,0,30572,0,0,17,7,16577,0.5422281826507915,,,0.0,0.0
2719,002719F,0,0,20003,0,0,0,0,15516,0.7756836474528821,,,,
2467,002467F,0,0,86802,0,0,224,129,48229,0.5556208382295339,,,0.0,0.0
2414,002414F,0,0,281100,0,0,2448,196,145985,0.5193347563144788,,,0.0,0.0
329,000329F,0,0,2132348,0,0,6338,990,1207680,0.566361588258577,,,0.0,0.0
1053,001053F,0,0,1100751,0,0,644,138,603346,0.5481221456987093,,,0.0,0.0
3050,003050F,0,0,13335,0,0,0,0,6804,0.510236220472441,,,,
1738,001738F,0,0,613160,0,0,206,71,288401,0.47035194728945134,,,0.0,0.0
3658,003658F,0,0,13755,0,0,15463,82,3300,0.23991275899672845,,,0.0,0.0
1637,001637F,0,0,659305,0,0,108,49,292955,0.4443391146737853,,,0.0,0.0
3137,003137F,0,0,77487,0,0,118,38,38896,0.501968072063701,,,0.0,0.0
500,000500F,0,0,1807143,0,0,1516,418,817034,0.45211364014911937,,,0.0,0.0
2702,002702F,0,0,193075,0,0,14,6,70470,0.36498769908066814,,,0.0,0.0
1081,001081F,0,0,9183,0,0,1,1,5147,0.5604922138734618,,,0.0,0.0
2459,002459F,0,0,275923,0,0,771,136,148944,0.5398027710629415,,,0.0,0.0
2284,002284F,0,0,81366,0,0,11,7,36616,0.4500159771894895,,,0.0,0.0
2034,002034F,0,0,457893,0,0,276,143,283522,0.6191883256568674,,,0.0,0.0
2495,002495F,0,0,24001,0,0,7,1,9761,0.40669138785883924,,,0.0,0.0
1016,001016F,0,0,1126006,0,0,1336,207,621390,0.5518531872831939,,,0.0,0.0
893,000893F,0,0,33206,0,0,6,2,17490,0.5267120399927724,,,0.0,0.0
